Key	Value
23ec	10
23eb	16
23ea	18
23df	17
23de	12
23dd	20
23dc	15
23f4	22
23f3	12
23f2	15
23f1	14
23f0	14
23fd	13
23fc	10
23fb	14
23fa	12
23ef	13
23ee	11
23ed	21
23ff	8
23fe	18
2504	12
2503	14
2502	14
2501	13
2500	11
2509	16
2508	21
2507	17
2506	22
2505	19
250d	20
250c	14
250b	10
250a	17
250f	19
250e	16
2515	22
2514	14
2513	9
2512	19
2511	20
2510	9
2519	11
2518	15
2517	8
2516	11
251e	16
251d	19
251c	11
251b	23
251a	15
251f	12
2526	7
2525	22
2524	8
2523	21
2522	14
2521	18
2520	14
2529	13
2528	13
2527	15
252f	14
252e	14
252d	12
252c	9
252b	26
252a	12
2540	17
2537	13
2536	15
2535	16
2534	13
2533	12
2532	14
2531	16
2530	13
2539	20
2538	7
253f	9
253e	16
253d	11
253c	12
253b	12
253a	15
2551	14
2550	13
2548	22
2547	9
2546	20
2545	15
2544	23
2543	14
2542	13
2541	21
2549	19
254f	16
254e	22
254d	10
254c	18
254b	15
254a	11
2562	17
2561	11
2560	14
2559	17
2558	19
2557	15
2556	15
2555	27
2554	18
2553	13
2552	13
255f	12
255e	11
255d	14
255c	10
255b	11
2573	12
2572	17
2571	16
2570	16
2569	8
2568	16
2567	22
2566	14
2565	20
2564	9
2563	16
255a	18
256f	9
256e	21
256d	15
256c	11
2584	13
2583	15
2582	11
2581	18
2580	14
2579	12
2578	14
2577	7
2576	19
2575	18
2574	11
256b	20
256a	18
257f	17
257e	19
257d	14
2595	7
2594	24
2593	20
2592	20
2591	12
2590	11
2589	20
2588	16
2587	18
2586	14
2585	15
257c	11
257b	13
257a	14
258f	14
258e	16
2599	13
2598	16
2597	16
2596	17
258d	22
258c	21
258b	21
258a	14
259f	18
259e	18
259d	9
259c	11
259b	19
259a	20
24a6	14
24a5	26
24a4	13
24a3	20
24a2	18
24a1	12
24a0	8
24a9	20
24a8	17
24a7	15
24b7	12
24b6	17
24b5	10
24b4	12
24b3	9
24b2	16
24b1	23
24b0	21
5a05	14
5a04	8
5a07	15
5a06	8
5a09	13
5a08	18
24b9	12
24b8	22
5a01	15
5a00	13
5a03	17
5a02	21
24c8	12
24c7	7
24c6	17
24c5	14
24c4	18
5a0a	17
24c3	11
5a0c	14
24c2	23
5a0b	15
24c1	9
5a16	16
5a15	11
5a18	26
5a17	12
5a19	16
24c9	13
24af	21
24ae	16
5a10	20
24ad	20
24ac	18
5a12	13
24ab	8
5a11	19
24aa	13
5a14	16
5a13	19
24c0	11
24d9	14
24d8	19
24d7	17
24d6	16
aa09	20
24d5	15
5a1b	17
aa08	8
24d4	14
5a1a	9
5a1d	24
24d3	19
5a1c	12
24d2	17
5a27	18
aa05	20
5a26	22
aa04	20
aa07	11
5a29	11
5a28	10
aa06	24
aa01	9
aa00	13
aa03	12
aa02	20
24bf	15
5a21	15
24be	8
aa10	8
5a20	21
24bd	19
5a23	14
24bc	19
24bb	13
5a22	8
24ba	16
5a25	13
5a24	21
5a0e	22
24d1	17
5a0d	16
24d0	12
5a0f	14
24e9	18
24e8	17
5a2a	15
24e7	13
24e6	16
5a2c	22
24e5	19
5a2b	11
5a2e	19
24e4	16
5a2d	14
24e3	13
24da	14
5a38	8
5a37	22
5a39	20
5a30	10
5a32	17
24cf	17
24ce	12
5a31	11
5a34	11
24cd	11
5a33	15
24cc	23
24cb	10
5a36	14
5a35	13
24ca	12
5a1f	18
24e2	12
5a1e	13
24e1	21
24e0	6
5a3b	18
24f9	9
5a3a	16
24f8	23
24f7	15
5a3d	17
5a3c	12
24f6	13
24f5	17
5a3f	20
24f4	14
5a3e	17
5a49	16
24eb	15
aa27	10
aa26	14
5a48	9
24ea	13
aa29	24
aa28	15
aa23	16
aa22	17
aa25	19
aa24	17
5a41	11
aa30	12
5a40	17
aa32	17
5a43	19
aa31	13
5a42	17
24df	23
5a45	18
24de	17
5a44	16
24dd	9
24dc	18
5a47	7
5a46	20
24db	13
24f3	16
aa1f	17
aa1e	15
24f2	22
5a2f	15
24f1	11
24f0	6
aa1b	17
aa1a	19
aa1d	15
aa1c	18
5a4a	14
5a4c	21
5a4b	23
5a4e	9
5a4d	18
aa19	25
5a4f	22
24fc	17
aa16	11
5a59	18
aa15	18
24fb	14
aa18	16
24fa	13
aa17	8
aa12	17
aa11	13
aa14	21
aa13	23
5a52	15
5a51	17
5a54	19
aa21	9
5a53	16
aa20	13
5a56	11
24ef	14
24ee	13
5a55	10
5a58	17
24ed	16
24ec	12
5a57	14
aa0e	17
aa0d	18
aa0f	9
aa0a	16
aa0c	16
5a50	11
aa0b	22
5a5b	17
5a5a	17
5a5d	10
aa3b	16
5a5c	19
aa3a	17
5a5f	16
5a5e	7
aa49	7
aa48	12
aa45	12
aa44	12
aa47	9
aa46	19
aa52	23
5a63	18
aa51	16
5a62	8
5a65	13
aa54	18
aa53	13
5a64	15
5a67	21
24ff	16
5a66	11
5a69	15
24fe	20
aa50	15
24fd	14
5a68	17
aa3d	16
aa3c	14
aa3f	17
5a61	18
5a60	11
aa3e	14
5a6c	16
5a6b	15
aa2a	20
5a6e	16
5a6d	16
5a6f	18
aa38	8
aa37	19
aa39	13
aa34	9
aa33	15
5a6a	15
aa36	15
aa35	19
aa41	13
5a74	14
aa40	16
5a73	11
aa43	20
5a76	16
5a75	20
aa42	16
5a78	18
5a77	11
5a79	16
aa2f	19
aa2c	16
5a70	20
aa2b	13
aa2e	17
5a72	22
5a71	15
aa2d	16
aa5b	16
5a7d	17
5a7c	13
aa5a	15
5a7f	18
aa5d	16
5a7e	17
aa5c	22
aa67	12
aa66	12
5a7b	12
aa69	13
5a7a	10
aa68	15
5a85	17
aa74	13
5a84	9
aa73	14
aa76	17
5a87	11
5a86	19
aa75	19
aa70	11
5a89	20
5a88	17
aa72	13
aa71	16
5a81	14
aa5f	16
aa5e	20
5a80	15
5a83	15
5a82	12
5a8e	16
aa4a	12
5a8d	12
aa4c	14
aa4b	21
5a8f	15
aa59	12
5a8a	14
aa56	9
aa55	11
aa58	16
5a8c	16
5a8b	12
aa57	20
aa63	13
5a96	18
5a95	11
aa62	16
5a98	13
aa65	11
aa64	14
5a97	15
5a99	16
aa61	15
aa60	15
5a90	24
aa4e	11
5a92	17
aa4d	14
5a91	16
5a94	14
aa4f	17
5a93	16
5a9f	17
aa7d	7
5a9e	16
aa7c	9
aa7f	15
aa7e	16
aa7b	13
aa7a	19
aa89	14
5a9b	17
aa88	16
5a9a	13
5a9d	19
5a9c	15
aa96	17
aa95	12
aa98	14
aa97	17
aa92	12
aa91	15
aa94	17
aa93	26
aa90	13
aa6c	15
aa6b	20
aa6e	14
aa6d	20
aa6a	15
aa78	11
aa77	19
aa79	15
aa85	12
aa84	22
aa87	14
aa86	15
aa81	12
aa80	9
aa83	13
aa82	14
aa6f	10
aa9f	15
aa9e	15
aa9b	13
aa9a	9
aa9d	15
aa9c	18
2603	17
2602	10
2601	16
2600	17
2609	12
2608	14
2607	16
2606	10
2605	8
2604	17
aa8e	15
260c	18
aa8d	17
260b	17
260a	22
aa8f	17
aa8a	14
aa8c	22
aa8b	13
aa99	10
260f	14
260e	17
260d	16
2614	18
2613	9
2612	20
2611	9
2610	18
2619	16
2618	12
2617	23
2616	19
2615	12
261d	19
261c	18
261b	13
261a	12
261f	14
261e	12
2625	15
2624	11
2623	18
2622	17
2621	13
2620	10
2629	13
2628	16
2627	23
2626	17
262e	22
262d	14
262c	22
262b	15
262a	16
262f	21
2636	17
2635	13
2634	14
2633	14
2632	20
2631	14
2630	11
2639	17
2638	14
2637	18
263f	15
263e	17
263d	17
263c	14
263b	13
263a	20
2650	12
2647	18
2646	22
2645	14
2644	18
2643	13
2642	18
2641	17
2640	12
2649	16
2648	16
264f	15
264e	13
264d	18
264c	10
264b	16
264a	13
2661	11
2660	19
2658	17
2657	15
2656	23
2655	19
2654	17
2653	15
2652	18
2651	18
2659	15
265f	12
265e	11
265d	15
265c	14
265b	13
265a	11
2672	17
2671	12
2670	11
2669	12
2668	12
2667	21
2666	13
2665	15
2664	12
2663	15
2662	13
266f	18
266e	15
266d	15
266c	21
266b	15
2683	15
2682	11
2681	6
2680	23
2679	13
2678	15
2677	13
2676	10
2675	13
2674	14
2673	16
266a	17
267f	15
267e	21
267d	16
267c	19
2694	10
2693	19
2692	13
2691	12
2690	22
2689	11
2688	20
2687	18
2686	11
2685	13
2684	16
267b	19
267a	7
268f	18
268e	12
268d	22
2699	11
2698	14
2697	16
2696	14
2695	15
268c	17
268b	16
268a	18
269f	20
269e	14
269d	18
269c	22
269b	13
269a	13
25a5	18
25a4	15
25a3	24
25a2	9
25a1	24
25a0	12
25a9	18
25a8	8
25a7	13
25a6	11
25b6	14
25b5	14
25b4	14
25b3	11
25b2	18
25b1	16
25b0	16
5b04	17
5b03	18
5b06	19
5b05	18
5b08	20
25b9	14
5b07	11
25b8	20
5b09	13
25b7	15
5b00	15
5b02	17
5b01	23
25c7	13
25c6	18
25c5	21
25c4	15
25c3	24
25c2	15
5b0b	13
25c1	14
5b0a	18
25c0	16
5b15	15
5b14	19
5b17	16
5b16	25
5b19	15
5b18	11
25c9	17
25c8	9
25ae	12
25ad	14
25ac	17
25ab	14
25aa	12
5b11	14
5b10	19
5b13	15
5b12	19
25af	24
25d8	17
25d7	23
25d6	12
25d5	18
ab08	13
25d4	17
5b1a	14
25d3	20
ab07	15
25d2	21
5b1c	16
5b1b	21
25d1	9
ab09	19
5b26	16
ab04	16
5b25	9
ab03	15
5b28	13
ab06	17
ab05	10
5b27	16
ab00	12
5b29	17
ab02	11
ab01	20
25d9	12
25bf	12
25be	20
5b20	22
25bd	10
25bc	14
5b22	16
25bb	9
5b21	14
25ba	21
5b24	14
5b23	20
25d0	19
5b0d	10
5b0c	20
5b0f	15
5b0e	15
25e9	8
25e8	14
25e7	15
25e6	22
25e5	16
5b2b	12
25e4	17
5b2a	16
5b2d	19
25e3	18
5b2c	18
25e2	14
5b37	21
5b36	16
5b39	13
5b38	13
25cf	18
5b31	17
25ce	17
5b30	19
25cd	7
5b33	18
25cc	25
5b32	18
25cb	11
25ca	17
5b35	9
5b34	11
25e1	14
5b1e	11
25e0	21
5b1d	11
5b1f	19
25f9	19
5b3a	21
25f8	9
25f7	17
25f6	15
5b3c	22
25f5	11
5b3b	20
ab29	11
25f4	14
5b3e	7
5b3d	20
25f3	16
ab26	13
25ea	18
5b48	18
5b47	13
ab25	21
ab28	16
5b49	12
ab27	13
ab22	7
ab21	11
ab24	9
ab23	19
5b40	21
ab31	17
5b42	28
25df	17
ab30	16
5b41	9
25de	15
5b44	22
25dd	7
5b43	21
25dc	12
25db	13
5b46	19
25da	13
5b45	12
25f2	17
5b2f	17
ab1e	13
5b2e	12
ab1d	16
25f1	14
25f0	20
ab1f	9
ab1a	15
ab1c	17
ab1b	11
5b4b	20
5b4a	16
ab19	19
5b4d	19
5b4c	25
ab18	9
5b4f	14
5b4e	17
25fb	12
5b59	7
ab15	18
ab14	12
5b58	16
25fa	14
ab17	17
ab16	14
ab11	12
ab10	12
ab13	19
ab12	18
5b51	14
5b50	17
5b53	21
ab20	25
25ef	20
5b52	13
25ee	13
5b55	7
5b54	18
25ed	8
25ec	11
5b57	14
25eb	13
5b56	19
ab0d	23
ab0c	15
5b3f	10
ab0f	13
ab0e	19
ab0b	15
ab0a	16
5b5a	12
5b5c	17
ab3a	8
5b5b	13
5b5e	17
5b5d	19
5b5f	9
ab48	13
ab47	16
5b69	13
ab49	14
ab44	16
ab43	11
ab46	24
ab45	21
ab51	17
5b62	11
ab50	13
5b61	9
ab53	16
5b64	16
ab52	20
5b63	12
25ff	11
5b66	12
25fe	12
5b65	15
5b68	11
25fd	14
5b67	25
25fc	13
ab3f	11
ab3c	14
ab3b	12
5b60	18
ab3e	18
ab3d	16
5b6b	23
5b6a	16
5b6d	12
5b6c	24
5b6f	17
5b6e	13
ab37	9
ab36	19
ab39	16
ab38	14
ab33	17
ab32	11
ab35	13
ab34	19
ab40	19
5b73	15
5b72	16
ab42	12
5b75	8
5b74	15
ab41	13
5b77	26
5b76	13
5b79	10
5b78	15
ab2f	16
ab2e	24
ab2b	13
ab2a	19
5b71	14
ab2d	18
5b70	11
ab2c	13
5b7c	17
ab5a	19
5b7b	20
5b7e	16
ab5c	13
ab5b	20
5b7d	11
5b7f	16
ab69	13
ab66	21
ab65	14
ab68	12
5b7a	13
ab67	13
5b84	12
ab73	9
5b83	15
ab72	13
5b86	22
ab75	8
5b85	17
ab74	14
5b88	18
5b87	18
ab71	20
5b89	23
ab70	13
ab5e	23
5b80	18
ab5d	19
5b82	12
ab5f	15
5b81	20
5b8d	16
5b8c	8
5b8f	14
ab4b	16
ab4a	14
5b8e	10
ab59	16
ab58	22
ab55	11
ab54	12
ab57	8
5b8b	18
5b8a	18
ab56	10
5b95	13
ab62	14
5b94	20
ab61	16
5b97	20
ab64	11
5b96	11
ab63	17
5b99	13
5b98	18
ab60	18
5b91	10
ab4d	12
ab4c	17
5b90	16
ab4f	21
5b93	21
5b92	17
ab4e	9
ab7c	19
5b9e	18
ab7b	25
5b9d	21
ab7e	9
5b9f	14
ab7d	14
ab7a	13
5b9a	10
ab88	10
ab87	12
5b9c	14
5b9b	20
ab89	17
ab95	13
ab94	13
ab97	19
ab96	18
ab91	18
ab90	18
ab93	13
ab92	15
ab7f	11
ab6b	13
ab6a	14
ab6d	15
ab6c	22
ab77	12
ab76	14
ab79	20
ab78	9
ab84	11
ab83	19
ab86	16
ab85	17
ab80	13
ab82	14
ab81	15
ab6f	15
ab6e	21
ab9e	15
ab9d	14
ab9f	13
ab9a	11
ab9c	14
ab9b	16
2702	17
2701	15
2700	10
2709	11
2708	16
2707	15
2706	10
2705	14
2704	10
2703	17
270b	16
ab8d	29
270a	22
ab8c	14
ab8f	12
ab8e	16
ab8b	15
ab8a	21
ab99	17
270f	15
270e	12
ab98	15
270d	15
270c	19
2713	12
2712	11
2711	9
2710	18
2719	17
2718	20
2717	13
2716	18
2715	4
2714	16
271c	14
271b	12
271a	17
271f	19
271e	16
271d	21
2724	20
2723	17
2722	20
2721	16
2720	15
2729	13
2728	19
2727	14
2726	12
2725	18
272d	13
272c	14
272b	13
272a	14
272f	21
272e	19
2735	19
2734	18
2733	13
2732	17
2731	15
2730	25
2739	14
2738	9
2737	16
2736	20
273e	20
273d	20
273c	15
273b	14
273a	12
273f	24
2746	14
2745	13
2744	11
2743	17
2742	11
2741	7
2740	12
2749	19
2748	11
2747	24
274f	17
274e	14
274d	22
5aa0	22
274c	12
274b	14
5aa2	17
274a	24
5aa1	15
5aa4	12
5aa3	18
2760	20
2757	15
2756	19
2755	20
2754	12
2753	19
2752	20
2751	16
2750	10
2759	11
2758	13
275f	12
275e	19
5ab1	15
275d	10
5ab0	10
5ab3	14
275c	9
5ab2	15
275b	18
5ab5	19
275a	16
5ab4	21
2771	9
2770	9
2768	11
2767	13
2766	15
2765	21
2764	14
2763	15
2762	9
2761	14
5aa6	14
5aa5	17
5aa8	22
5aa7	16
5aa9	11
2769	16
5ac0	16
276f	13
5ac2	17
276e	18
5ac1	15
5ac4	17
276d	17
276c	20
5ac3	16
5ac6	10
276b	17
5ac5	25
276a	13
5aaf	12
2782	10
5aae	18
2781	8
2780	7
2779	15
2778	10
2777	17
2776	15
5aab	22
2775	12
5aaa	15
2774	9
5aad	12
2773	8
5aac	18
2772	18
5ab7	14
5ab6	11
5ab9	13
5ab8	14
5ad1	12
5ad0	11
aab1	22
5ad3	12
5ad2	17
aab0	12
277f	14
5ad5	22
277e	15
5ad4	20
277d	15
5ad7	15
277c	13
277b	17
5ad6	15
2793	19
5abf	18
2792	19
2791	13
2790	12
2789	18
5aba	18
2788	23
2787	23
5abc	19
2786	14
2785	17
5abb	13
5abe	18
2784	9
5abd	14
2783	11
277a	13
aab7	17
5ac8	16
5ac7	20
aab6	11
aab9	14
5ac9	16
aab8	10
aab3	12
aab2	16
aab5	9
aab4	21
5ae2	16
5ae1	19
aaa0	23
5ae4	12
5ae3	9
5ae6	13
278f	15
278e	14
5ae5	19
5ae8	11
278d	15
278c	19
5ae7	26
5ae0	17
5acb	18
2799	11
2798	21
5aca	17
2797	16
5acd	10
aaa9	17
2796	15
5acc	19
2795	13
5acf	13
5ace	16
2794	11
278b	13
5ad9	13
aaa6	12
aaa5	11
278a	11
5ad8	16
aaa8	18
aaa7	22
aaa2	7
aaa1	7
aaa4	16
aaa3	13
aad1	9
5af3	22
5af2	11
aad0	20
aad3	13
5af5	14
aad2	18
5af4	13
5af7	13
5af6	21
279f	20
5af9	12
279e	13
5af8	14
279d	13
aabf	11
aabc	14
aabb	15
aabe	11
5af1	9
5af0	13
aabd	15
5ada	18
5adc	18
aacb	16
aaca	10
5adb	18
5ade	16
5add	14
5adf	11
279c	15
aad9	13
aad8	14
5ae9	14
279b	16
279a	12
aad5	10
aad4	20
aad7	13
aad6	20
aac0	9
aac2	9
aac1	12
aaaf	16
aaae	16
aaab	20
aaaa	15
aaad	16
aaac	11
5aeb	14
5aea	19
5aed	21
aaba	11
5aec	13
5aef	13
5aee	11
aac8	6
aac7	16
aac9	10
aac4	13
aac3	14
aac6	16
aac5	17
aaf3	14
aaf2	18
aaf5	14
aaf4	15
aaf1	16
aaf0	19
aade	11
aadd	11
aadf	17
aaeb	23
5afc	26
aaea	16
5afb	15
aaed	22
5afe	22
5afd	12
aaec	14
5aff	18
aaf7	9
aaf6	15
5afa	18
aaf9	12
aaf8	18
aae2	18
aae1	16
aae4	20
aae3	14
aae0	12
aacd	13
aacc	24
aacf	13
aace	11
aada	19
aadc	18
aadb	22
aae9	14
aae6	15
aae5	10
aae8	18
aae7	21
aaff	17
aaef	15
aaee	20
aafc	12
aafb	10
aafe	17
aafd	19
aafa	18
26a4	15
26a3	9
26a2	16
26a1	13
26a0	21
26a9	12
26a8	17
26a7	20
26a6	13
26a5	18
26b5	9
26b4	15
26b3	16
26b2	15
26b1	17
26b0	12
5c03	11
5c02	21
5c05	11
5c04	14
26b9	17
5c07	13
26b8	18
5c06	15
5c09	22
26b7	25
26b6	13
5c08	16
5c01	15
5c00	17
26c6	16
26c5	15
26c4	19
26c3	9
26c2	15
26c1	12
5c0a	14
26c0	8
5c14	11
5c13	12
5c16	12
5c15	13
5c18	19
26c9	22
5c17	15
26c8	8
5c19	10
26c7	9
26ad	15
26ac	16
26ab	20
26aa	20
5c10	12
5c12	18
5c11	15
26af	16
26ae	16
26d7	10
26d6	14
26d5	18
26d4	22
ac07	11
26d3	15
26d2	16
ac06	14
5c1b	18
ac09	15
26d1	13
ac08	16
26d0	8
5c1a	18
ac03	17
5c25	19
ac02	15
5c24	13
ac05	12
5c27	15
5c26	14
ac04	14
5c29	10
5c28	22
26d9	13
ac01	15
26d8	15
ac00	10
26be	20
26bd	15
26bc	18
26bb	17
5c21	13
26ba	11
5c20	15
5c23	23
5c22	15
5c0c	14
5c0b	14
5c0e	15
5c0d	17
5c0f	10
26bf	13
26e8	14
26e7	10
26e6	15
26e5	12
26e4	15
5c2a	18
26e3	15
26e2	11
5c2c	15
26e1	17
5c2b	12
5c36	10
5c35	23
5c38	11
5c37	13
5c39	11
26e9	14
26cf	11
26ce	22
26cd	17
5c30	17
26cc	16
5c32	17
26cb	15
5c31	17
26ca	17
5c34	15
5c33	9
5c1d	12
26e0	11
5c1c	14
5c1f	21
5c1e	22
26f9	9
26f8	9
26f7	17
26f6	18
ac29	22
5c3b	14
26f5	14
ac28	15
26f4	15
5c3a	13
26f3	14
5c3d	16
26f2	16
5c3c	7
5c47	11
ac25	17
5c46	13
ac24	23
5c49	21
ac27	9
ac26	22
5c48	16
ac21	13
ac20	14
ac23	12
ac22	12
26df	14
26de	12
ac30	15
5c41	11
5c40	13
26dd	20
5c43	16
26dc	10
26db	9
5c42	17
26da	16
5c45	6
5c44	13
ac1d	23
26f1	20
5c2e	7
5c2d	12
26f0	17
ac1c	15
ac1f	13
ac1e	17
5c2f	8
ac1b	11
ac1a	20
5c4a	19
5c4c	15
ac18	15
5c4b	14
ac17	15
5c4e	23
ac19	21
5c4d	16
ac14	9
26fa	14
5c58	14
5c57	15
ac13	15
ac16	10
5c59	17
ac15	14
ac10	18
ac12	15
ac11	12
5c50	13
26ef	22
5c52	20
26ee	22
5c51	11
26ed	9
5c54	19
5c53	14
ac0f	17
26ec	26
26eb	15
5c56	31
5c55	15
26ea	14
5c3f	19
ac0c	17
ac0b	16
5c3e	15
ac0e	10
ac0d	13
ac0a	15
5c5b	15
5c5a	15
5c5d	11
5c5c	17
5c5f	13
5c5e	28
5c69	12
ac47	16
5c68	11
ac46	21
ac49	12
ac48	20
ac43	18
ac42	14
ac45	13
ac44	13
5c61	13
ac50	20
5c60	18
5c63	13
ac52	12
26ff	12
ac51	11
5c62	17
5c65	26
26fe	6
26fd	19
5c64	10
26fc	13
5c67	16
5c66	11
26fb	11
ac3f	13
5c4f	15
ac3e	13
ac3b	18
ac3a	14
ac3d	21
ac3c	20
5c6a	17
5c6c	18
5c6b	16
5c6e	16
ac39	8
5c6d	17
5c6f	11
ac36	26
ac35	11
5c79	19
ac38	18
ac37	19
ac32	22
ac31	20
ac34	20
ac33	19
5c72	12
5c71	16
ac41	10
5c74	14
ac40	20
5c73	16
5c76	17
5c75	14
5c78	16
5c77	18
ac2e	7
ac2d	15
ac2f	18
ac2a	20
5c70	25
ac2c	13
ac2b	10
5c7b	12
5c7a	7
ac5b	7
5c7d	16
ac5a	14
5c7c	15
5c7f	16
5c7e	13
ac69	12
ac68	17
ac65	16
ac64	9
ac67	14
ac66	15
ac72	13
5c83	17
5c82	13
ac71	12
5c85	17
ac74	19
5c84	15
ac73	14
5c87	18
5c86	14
ac70	18
5c89	15
5c88	11
ac5d	12
ac5c	14
5c81	17
ac5f	13
ac5e	30
5c80	19
5c8c	14
5c8b	14
5c8e	18
ac4a	20
5c8d	9
5c8f	20
ac58	19
ac57	15
ac59	17
ac54	14
ac53	13
5c8a	15
ac56	11
ac55	13
ac61	16
5c94	15
5c93	16
ac60	18
5c96	10
ac63	20
ac62	8
5c95	12
5c98	22
5c97	16
5c99	16
ac4f	19
ac4c	15
5c90	16
ac4b	9
ac4e	19
5c92	8
5c91	27
ac4d	15
ac7b	22
5c9d	16
5c9c	15
ac7a	7
ac7d	15
5c9f	14
ac7c	18
5c9e	25
ac87	15
ac86	32
ac89	14
5c9b	21
5c9a	17
ac88	16
ac94	14
ac93	15
ac96	16
ac95	21
ac90	15
ac92	18
ac91	23
ac7f	16
ac7e	15
ac6a	18
ac6c	33
ac6b	12
ac79	14
ac76	14
ac75	18
ac78	15
ac77	18
ac83	15
ac82	18
ac85	19
ac84	17
ac81	21
ac80	8
ac6e	12
ac6d	17
ac6f	15
ac9d	16
ac9c	18
ac9f	24
ac9e	11
ac9b	20
ac9a	16
2801	12
2800	15
2809	11
2808	20
2807	14
2806	17
2805	20
2804	25
2803	17
2802	10
280a	19
ac8c	12
ac8b	13
ac8e	18
ac8d	14
ac8a	14
280f	18
280e	8
ac98	6
280d	12
ac97	9
280c	17
ac99	12
280b	21
2812	10
2811	14
2810	16
2819	13
2818	22
2817	13
2816	12
ac8f	10
2815	13
2814	14
2813	14
281b	10
281a	10
281f	21
281e	12
281d	22
281c	14
2823	13
2822	13
2821	20
2820	16
2829	10
2828	26
2827	20
2826	16
2825	22
2824	17
282c	15
282b	15
282a	13
282f	17
282e	8
282d	19
2834	13
2833	13
2832	13
2831	8
2830	7
2839	17
2838	18
2837	19
2836	14
2835	15
283d	8
283c	11
283b	9
283a	15
283f	16
283e	4
2845	15
2844	27
2843	17
2842	14
2841	16
2840	21
2849	12
2848	14
2847	18
2846	15
284e	15
284d	18
284c	20
284b	18
284a	13
5ba1	17
5ba0	7
5ba3	9
5ba2	15
284f	22
2856	16
2855	11
2854	7
2853	9
2852	15
2851	12
2850	15
2859	16
2858	15
2857	18
285f	13
285e	19
5bb0	14
285d	21
285c	21
5bb2	24
285b	15
285a	14
5bb1	15
5bb4	12
5bb3	12
2870	11
2867	21
2866	10
2865	11
2864	13
2863	13
2862	14
2861	14
2860	15
5ba5	13
5ba4	17
5ba7	22
5ba6	15
5ba9	15
5ba8	22
2869	14
2868	16
286f	10
5bc1	12
286e	22
286d	12
5bc0	14
286c	23
5bc3	8
5bc2	22
286b	11
286a	24
5bc5	16
5bc4	20
5bae	12
2881	13
2880	14
5bad	12
5baf	17
2878	9
2877	16
2876	10
2875	16
2874	12
5baa	17
2873	11
5bac	20
2872	13
2871	18
5bab	16
5bb6	17
5bb5	12
5bb8	13
5bb7	17
5bb9	17
2879	19
5bd0	18
287f	15
5bd2	18
abb0	18
287e	14
5bd1	11
5bd4	24
287d	15
287c	13
5bd3	16
287b	18
5bd6	18
5bd5	14
287a	15
2892	15
5bbf	15
5bbe	15
2891	9
2890	12
2889	16
2888	14
2887	17
2886	16
2885	14
5bbb	13
abb9	18
5bba	14
2884	15
2883	19
5bbd	7
5bbc	20
2882	14
5bc7	14
abb6	15
abb5	12
5bc6	16
abb8	14
5bc9	16
5bc8	22
abb7	24
abb2	20
abb1	21
abb4	14
abb3	13
5be1	14
5be0	15
5be3	15
288f	15
5be2	18
5be5	20
288e	19
5be4	12
288d	14
288c	12
5be7	17
5be6	16
288b	17
5bcf	10
2899	16
5bca	11
2898	18
2897	12
2896	17
5bcc	13
aba9	9
2895	20
5bcb	16
aba8	10
5bce	19
2894	18
2893	20
5bcd	11
288a	19
aba5	11
5bd8	14
aba4	14
5bd7	17
aba7	16
5bd9	9
aba6	16
aba1	18
aba0	14
aba3	13
aba2	12
5bf2	12
abd0	14
5bf1	19
abd2	17
5bf4	19
abd1	19
5bf3	18
5bf6	16
289f	11
289e	15
5bf5	19
5bf8	14
289d	14
5bf7	16
289c	10
abbf	14
abbe	14
abbb	17
abba	20
abbd	13
5bf0	20
abbc	20
abca	16
5bdb	15
5bda	19
5bdd	16
5bdc	13
5bdf	11
5bde	15
abd8	11
5be9	14
289b	12
abd7	11
289a	15
5be8	16
abd9	17
abd4	14
abd3	12
abd6	12
abd5	14
abc1	16
abc0	13
abae	16
abad	14
abaf	14
abaa	17
abac	18
abab	21
5bea	17
5bec	11
5beb	14
5bee	12
5bed	17
5bef	15
abc7	6
abc6	22
5bf9	10
abc9	15
abc8	22
abc3	13
abc2	17
abc5	16
abc4	18
abf2	14
abf1	18
abf4	15
abf3	22
abf0	20
abdd	10
abdc	15
abdf	16
abde	16
5bfb	14
abea	13
5bfa	8
abec	21
5bfd	16
abeb	21
5bfc	16
5bff	19
5bfe	14
abf9	13
abf6	8
abf5	18
abf8	11
abf7	20
abe1	12
abe0	13
abe3	20
abe2	10
abcf	18
abcc	12
abcb	16
abce	15
abcd	14
abdb	24
abda	9
abe9	19
abe8	12
abe5	16
abe4	10
abe7	14
abe6	11
abff	16
abfe	16
abee	22
abed	20
abef	18
abfb	14
abfa	17
abfd	10
abfc	19
27a3	16
27a2	21
27a1	11
27a0	13
27a9	23
27a8	14
27a7	23
27a6	8
27a5	16
27a4	17
27b4	14
5d09	21
27b3	9
27b2	17
27b1	8
27b0	12
5d02	15
5d01	11
5d04	14
27b9	11
5d03	12
5d06	14
27b8	10
27b7	12
5d05	15
27b6	11
5d08	18
5d07	14
27b5	15
5d00	14
27c5	15
27c4	19
27c3	16
27c2	18
27c1	13
27c0	13
5d13	17
5d12	15
5d15	17
5d14	19
27c9	15
5d17	15
27c8	9
5d16	14
27c7	8
5d19	17
5d18	6
27c6	15
27ac	16
27ab	15
27aa	14
5d11	27
5d10	21
27af	15
27ae	15
27ad	15
27d6	16
27d5	9
ad09	16
27d4	13
27d3	13
ad06	10
27d2	20
ad05	16
27d1	8
27d0	13
5d1a	15
ad08	13
